,postal_code,business_id,num_category,is_chain,hours_avg
77,85014,UppDV-4p6M5z5xIv3pfROw,2,0,17.428571428571427
78,85008,EE_CKAAq7_oL7jfxmUKhuw,4,0,14.142857142857142
79,85012,5xCeuEI7Einoi5xYsNuDCQ,4,0,14.142857142857142
80,85018,6QRY4tMQdHFOe2-_CUHMdA,4,1,12.0
81,85032,wrcfLni9nmJK46Wb4XMkaQ,8,1,0.0
82,85032,bVl0_l6sCwjADKRLGxsXAw,13,1,0.0
83,85022,SLY4dDpyYJW003VCTnEReA,13,1,0.0
84,85027,EwldVuxL-KJaIxxi2FApNw,13,1,0.0
85,85004,crPt12dF0zMQiZ_nUAQvLg,1,0,4.785714285714286
86,85004,Wo6UYwShnJ83ibWSPefSgA,13,0,0.0
87,85018,l8k4gOEkfoLKq0mPVWHWGg,2,0,12.142857142857142
88,85022,MOTPFzYqWF2OYzJjs1h15Q,15,0,7.857142857142857
89,85008,j2tHMM_6Mrq2qqiAlcPfzA,1,0,12.285714285714286
90,85004,6BSl6vLEyZvro_YIqorxEQ,1,0,0.0
91,85016,v9u0NgjA4iQeKGevFnYSCA,1,0,0.0
92,85016,Rk94R2M9CwIaYcQ02ow1AA,1,0,0.0
93,85034,letRlza38L86aafEaugsGA,2,0,6.714285714285714
94,85004,akySq01rZ2PRBBrafMfLuw,1,0,0.0
95,85018,CfDHrCHi1-oJSKEemgeqrQ,1,0,0.0
96,85004,7YFn8Rye6ugSnjAwxZJMhA,2,0,15.0
97,85034,LGji5xMcbBROPiip4mu_LQ,13,0,8.5
98,85018,Us-H77wqsQHSWHQN6YANmQ,12,0,8.571428571428571
99,85016,VbqtbvvtNOe-YKA61-fSNA,2,0,15.0
100,85027,NhGkSF9UB3hiDKUY9roHBg,0,0,0.0
101,85018,AfuYockOIOH9WsDJHRvVlA,0,0,19.857142857142858
102,85022,AfRHBRIh4ZuwLeoD2qEbbw,1,0,0.0
103,85016,5KheTjYPu1HcQzQFtm4_vw,0,0,12.142857142857142
104,85016,LIxNfkk9vgPikLh1W-5f8w,2,0,14.0
105,85034,UDucqwO8PwUOwcmUsJ-gOA,0,0,10.285714285714286
106,85016,hkmaUwfNQtFAJFpxYOHBkg,17,0,5.357142857142857
107,85034,p50v2vZMfRblLeFbdVcASA,5,0,0.0
108,85016,y1VInN5m3RbHU59kiQbmxA,0,0,10.785714285714286
109,85008,3Ru1_F8GoUcV-QwhX378hA,9,0,11.428571428571429
110,85008,bxgrZLHU3R3dhDM32VXuGw,9,0,0.0
111,85004,htgL0zTIAekQpaWVBQcCWA,2,0,7.714285714285714
112,85004,bZj4UqBD4chWAvytPKGALA,13,0,7.928571428571429
113,85014,k3usuzYs_UVBkSgUbmthdQ,1,0,8.571428571428571
114,85004,0KpoeCt1E-SQsUBwtjLAEw,15,0,8.714285714285714
115,85018,K1qs4e30yoln6scnm-tmyg,2,0,9.428571428571429
116,85020,JfHXzulF6yIKgA22YYPedw,0,0,11.571428571428571
117,85032,8FtVVxG4ovmIlvOCtKziZw,1,0,0.0
118,85018,tDYcVluqZwieulc1iqxGXg,22,0,11.0
119,85016,jOseCpGmgbQWEfX2Wn_TGQ,8,0,9.285714285714286
120,85032,JH1w3xJ-kXE-QPInOD9pTw,2,0,12.0
121,85032,dqgbjvYl5-spb3yYXs83yg,17,0,10.857142857142858
122,85014,q0fX5CAXSURUOM_YDjHP3Q,12,0,10.0
123,85018,IRR0JWW-shnLZqRZ0IcMTA,12,0,10.0
124,85016,CElwRv4CtK56NljAuCwepw,5,0,10.285714285714286
125,85016,acD0l-j5Kr-edoO-_tcbyg,1,0,8.928571428571429
126,85016,B8y-FpC2lqNxd8xI7EJzlg,1,0,0.0
127,85018,Q6w2Hvctp68WdbvDLSW3-g,2,0,0.0
128,85027,JWsukGGLg9n01Ejw1RKFTQ,2,0,20.0
129,85044,iWzGOHoi83SXM43LcRS18w,0,0,0.0
130,85022,Tqk-TtGw0YjT_SrxsCPMxw,0,0,8.857142857142858
131,85004,oB2_XXYG9c8bgJL9sFP3DQ,0,0,0.0
132,85016,ELxoOY2F-1jSb8mqyN7Zbg,0,0,0.0
133,85044,5rZxENz57t-SDv1tIS8lOg,0,0,0.0
134,85018,NNi2hh7l5-fhjM3sF-ykxA,0,0,0.0
135,85008,w8EtrFyt-GJq6tRXcArmng,2,0,0.0
136,85022,49a8mRB-MB-9JBEVjzK2BQ,17,0,6.142857142857143
137,85020,rT8DwZu7pvuWKRM1nwVuug,9,0,10.428571428571429
138,85027,WWZgzuTn1k7Yn9bJ_Pr0Kg,22,0,10.285714285714286
139,85022,v1vcs-uSAQcjTFsHxS1dug,9,0,9.857142857142858
140,85016,5Q77B3p186bG1TSyyhSvDQ,2,0,16.0
141,85004,yz3JQk5Lqbin8mtNfDcy_w,2,0,7.428571428571429
142,85004,M5jKFdL0vLcBzdPh-mLnAQ,2,0,3.0714285714285716
143,85016,9IaomgzTHXsNkZHnZGv8fg,17,0,7.571428571428571
144,85034,C0KQ0fyGfDvKhw1FBgh1fg,3,0,16.5
145,85034,PmQqj0wAnraXPuPSZCzEZQ,0,0,15.0
146,85034,of4V8nfW7GwJ03tLDdrOlA,0,0,0.0
147,85032,vY8-P5aeFO4xRoH_mUfQ9A,0,0,12.428571428571429
148,85014,c0F2t2j9MJ2gUBUPky-dqw,0,0,13.142857142857142
149,85032,4YKU46PNs-wCi3TAafrRaQ,5,0,11.785714285714286
150,85027,JlMTixvNQ5bUGSxF12TLdw,5,0,11.785714285714286
151,85022,7EtiFdHnoWwvC-8m8ixC1g,5,0,11.785714285714286
152,85016,WK6uBV2eSqb2wwEwXoFfNg,5,0,9.285714285714286
153,85028,yfMK1YGTDsiD-fE5JJtzWg,1,0,17.0
154,85044,kcvA7Dw8dp0XI7xLcwElYg,1,0,17.0
155,85020,YiN9YP4Z87hiaBkPFUWzOQ,1,0,0.0
156,85022,P15Y-FxUOWjPVTrfiUpugg,1,0,0.0
157,85032,s2xpXws-b-bSIpWIssvH8w,12,0,11.0
158,85018,jBnI6d_T78im3PQLHQI_Lw,12,0,0.0
159,85004,WB7346WSdkTHvtHfWPilaA,3,0,11.214285714285714
160,85004,lYdSqzUmxYZc136Hyf-zSA,2,0,0.0
161,85018,k1c_bC3DK6mKg797vH1T8w,1,0,4.142857142857143
162,85008,_fTBHNW58xuw0MMbgZTz9w,9,0,10.142857142857142
163,85032,qVQGfHphxolps16v6g5X-g,5,0,0.0
164,85027,Gyt7C9eD0Wj5fKazGlP_2g,12,0,3.4285714285714284
165,85008,IR21NrXBSkOXSntPKtgEZg,3,0,15.714285714285714
166,85004,7aAg0v3vOw3N3KRNlS1_tg,15,0,5.0
167,85027,1jaJZ539aulplpOA9xAClg,12,0,4.857142857142857
168,85032,l0rbgnvy2jSeUUEBUK4B8A,13,0,5.0
169,85004,GKg7N9i7djbigZ5fDj2DXw,13,0,5.785714285714286
170,85004,ewvBhAgfJi43aZmWCd3Zag,2,0,9.428571428571429
171,85020,NCc227GObIORVxUXs-KWvw,5,0,15.0
172,85004,UW0ZvqEj7laMZVHjcwwc1w,13,0,0.0
173,85032,gE07l6v5mp5TPM4awcm5Xg,2,0,0.0
174,85008,w3JBz9gLbZ0CKWQM07nONw,2,0,15.285714285714286
175,85016,X1-AbThDu9tmijcGnsi8Ug,2,0,3.2857142857142856
176,85016,xAg2w4pxJURbB2edAg2wMQ,1,0,10.857142857142858
177,85044,oi6mahpAmEuikfihFVDmCw,4,0,7.857142857142857
178,85004,y71Xmo4Bs5QLNv_6zFl98A,1,0,10.071428571428571
179,85016,BxwUDCVbBH0supUQ1wNslw,1,0,12.5
180,85022,saclk7OIubl0zzcXm3xlSg,15,0,0.0
181,85018,KBN8wcnBr9KRB4TPa0unsQ,1,0,8.0
182,85018,OVjBHE9Ic1vNuFJ6oXRq0Q,1,0,0.0
183,85016,qnn9E-e9orYf_wK37yLTYw,0,0,10.285714285714286
184,85034,I3STZd5iAvUL9MNLF_DUug,0,0,12.0
185,85022,ptWNY_h088kmKhsL-gaOEg,5,0,11.5
186,85012,blGpsdNSyzIjfzLYILuZmQ,5,0,11.0
187,85044,F77NC8-iYUv7OI8SFWF_gQ,2,0,15.0
188,85034,A5BiIK444PBb6FMOIxeEVg,13,0,8.214285714285714
189,85028,hc78bF7jF1BY42F5yQjDDQ,13,0,11.571428571428571
190,85016,duHFBe87uNSXImQmvBh87Q,13,0,0.0
191,85012,48xqixi2cGozhxSiisOGiw,13,0,7.142857142857143
192,85008,sU1sSEOHvd4ex72miOKMEQ,13,0,4.357142857142857
193,85004,cz5vz-893D3LNH3TMQYR1w,2,0,14.142857142857142
194,85027,guh66RfoeapcI1AxtnlB0Q,1,0,0.0
195,85020,FDpHB2ran-gABhOmMCOEvw,1,0,0.0
196,85022,ekRY1NZnQ_0XPG4cediVlw,3,0,0.0
197,85020,laH5gNcV5N-3zHuQu-GEBg,15,0,0.0
198,85032,jbjB0D_jjfavLIhnNPYkhA,2,0,10.571428571428571
199,85012,IwdnNGKeGzSsswb50fUGEw,13,0,0.0
200,85034,qpq8KuMyPSwraUFfRVOMQg,1,0,0.0
201,85027,UV6f9hfEyxsGjUf4NCJxnw,15,0,6.428571428571429
202,85020,oVmk03sRsExksDLkhIezHw,10,0,15.571428571428571
203,85016,byWNAuUrvmGTLkbJpXe4iA,2,0,11.714285714285714
204,85004,c2C6TcNwnudSVEZ6w-jNHg,1,0,12.5
205,85004,N_cCvYUP0dQeLKflgoUrXQ,5,0,12.285714285714286
206,85032,tt1ERGD9RSfQIwX2ANyJ1g,18,0,10.0
207,85028,kzqx6Z2sse8PV3hVCVEw4g,18,0,10.071428571428571
208,85020,tcT3oHh_dwi_FYhozw3Ibw,2,0,8.571428571428571
209,85014,2kpbPYMjEbi-VIJ5mAOX0w,1,0,0.0
210,85032,RGGOEmgtKXXZI91IXHEuIA,1,0,11.285714285714286
211,85004,I2LcbNXGsMb6zxh4-gmVHw,23,0,11.571428571428571
212,85028,2skQeu3C36VCiB653MIfrw,2,0,11.0
213,85028,O8sBSjxL8hQbA41lKtcoJg,3,0,18.0
214,85044,lkpoSg7xf60BsrOjdm0CBA,13,0,17.0
215,85032,XTmqUnO9FFbdbE4xL7Vhlw,1,0,12.0
216,85022,UXqm21CiFIojOZdALb-AaA,1,0,11.0
217,85044,8vA1d9_w4hBjOcrM7mNWFg,2,0,11.0
218,85004,PpN4wDnmMxA2vQoSyj1yKw,3,0,9.285714285714286
219,85004,max_MNcqrTvtvOzxfabJdg,1,0,15.428571428571429
220,85044,p8qk36_xEXhICe91tfUpPA,8,0,13.714285714285714
221,85032,2zBCxn7_jHcfxoSjBdHJ3A,13,0,11.0
222,85004,aMF8cG445ONPRKBsBYqofg,10,0,8.714285714285714
223,85032,2OKh-3ToognFAccCFAFJVg,2,0,15.0
224,85004,zOvZaiuzxUBzQE0Uecg-aw,5,0,10.285714285714286
225,85032,avKtXuzalCP_cVfrk-fLeQ,5,0,15.285714285714286
226,85004,4NpySSkznGaRVye30Pvdzg,5,0,0.0
227,85016,l2VC3UR7XnIwJwfIj1OPJg,3,0,8.0
228,85018,lpBXeNXqfKsNE8NY0aEEcg,13,0,10.714285714285714
229,85004,1cl8ti5S8cJLHGetUe_s6w,2,0,0.0
230,85018,Ap17p-tA4Ipzy1s35DfCfg,2,0,10.928571428571429
231,85008,tnZ_qZtKcrCWXA8XUMRF-Q,1,0,7.285714285714286
232,85029,ZEkJ9E0WlvJmh1X0KxhXww,2,0,15.428571428571429
233,85014,XVj_qD6hz4OJprt1bOAjWA,4,0,0.0
234,85004,vQ58sP3oipv3n5eGQHcnGg,4,1,16.714285714285715
235,85016,5_MYcQWzKLiFYh0cUPrgNA,4,1,15.857142857142858
236,85008,qbZ0Hjp-lUMtkGS_R1UnpQ,4,1,0.0
237,85029,L98yev_7So-Tgx82IsjVeA,4,1,0.0
238,85022,8jHr3atzErzItizENMkpzQ,4,1,17.714285714285715
239,85034,ptUbbnxWgfgO9-0dFDnWmA,4,1,17.642857142857142
240,85020,NbQHD6DVge3n-UvfYYNE_g,4,1,15.857142857142858
241,85022,AO2ZY9we2ceRQI74cmLUYA,4,1,0.0
242,85028,m-dhoSt3TrHh2N5yPzYnsg,4,1,0.0
243,85004,LVF_M640eZdJN6wX12VrEQ,4,1,0.0
244,85020,Y8rgiVhjpdbtcn83UVaVcg,4,1,17.857142857142858
245,85029,Il21_URvlkQ89uUeGPGmaw,4,1,0.0
246,85044,ZOg3fkp1xxPEe4v2nqhydQ,4,1,0.0
247,85028,qLnFX5tyX6PUT9uW8z9t0g,4,1,0.0
248,85034,tHaySMUc5u2a_71vfZG-0A,4,1,0.0
249,85032,GaYRUatPQi6PmJIE2wF-Uw,11,1,0.0
250,85012,XbFVHYOv5MjoZcgz32Q19g,4,0,17.0
251,85020,9Uju4PPwIKNrBUOfsjBbkw,4,0,0.0
252,85008,sZq-qUvoLgYxlDmIcxYWDg,4,0,18.0
253,85016,Zj5ogdJ1ci-J0xNxMiTRQw,1,0,5.357142857142857
254,85044,rBqek2924sBTjW1qE2ci2Q,2,0,15.714285714285714
255,85022,dq4c_0btrrdcz_Nq6RV02g,4,0,14.607142857142858
256,85028,ERM603jbIbNqX2c7Ww1Qiw,0,0,11.857142857142858
257,85027,v0FdDAXvEYieRWcngbCe1Q,0,0,12.0
258,85022,gLIXqQDeNjW4CR7x58orrw,0,0,0.0
259,85044,JNG9jHOlE4Ilv02Tnlh7YA,0,0,0.0
260,85016,5sqC0kX6lBvKR983T_EBcg,0,0,11.571428571428571
261,85004,J0rx5BsejdRTXU8UB-MJSA,5,0,13.142857142857142
262,85004,Q47FjaMLjI3v6yo-PHIebQ,8,0,0.0
263,85016,b5epWgPoVcXoMJdCCzFMUw,13,0,8.857142857142858
264,85044,vrpW_ZIjHvsAX3ByyeHjCA,8,0,9.571428571428571
265,85016,aVvMVhCSNT3d4W37Ue1aUw,8,0,4.285714285714286
266,85044,86v_o9M5-_-EAVSRxPZTuQ,17,0,0.0
267,85014,JhlZHum1GM56p-piJ4gxhA,17,0,4.0
268,85016,xrnkqTUsYJyogfinamb3UQ,1,0,0.0
269,85016,MVg8_dWzoCtGjBvWCatjjQ,5,1,11.0
270,85018,Z0eueztkZv7qYzqBe47dnw,2,0,10.571428571428571
271,85014,BOD0yRkakyxXzJmbVVAxSA,2,0,13.285714285714286
272,85022,5qEMfUERdTcMk7aDwH3A_Q,3,0,8.0
273,85008,ueBZ4UoRXdq1eXrlPgnf5A,9,0,8.571428571428571
274,85004,Jund72tZsheTP6sXXA1mfw,2,0,0.0
275,85004,6Wc5DPXGudcNi2XK7QfQtA,0,0,10.714285714285714
276,85018,QfdcFqAft-M7KSSQZwJ20g,13,0,10.714285714285714
277,85016,u--jf3lS_04kmQNO4liAsQ,13,0,9.857142857142858
278,85027,w6frk94BwGwxenre_zeXUg,2,0,12.071428571428571
279,85029,GQaOgUdJOVoEzMaKODD8Hg,13,0,0.0
280,85020,nXQWBN0ojBqg_HXh0J2AFA,5,0,0.0
281,85020,YM-nYIHd99qUt9n62AxIAg,0,0,12.285714285714286
282,85016,CE6nIZJVgxhpX7oL1cbrzg,4,1,0.0
283,85022,iGWSHEl48XY4cy_25s4WvA,1,1,0.0
284,85034,4rwjCzSygI6batiXRGctrg,4,1,0.0
285,85004,6UUBVPqLLHpwLnDSL0jMuw,11,1,0.0
286,85022,XAt9Km4EIM6EE7LXwfB2Vg,1,1,0.0
287,85027,cezXueCCEUYphNJ_jl9PhQ,4,1,19.285714285714285
288,85020,Ogdm8WERpk5ew4Yxk9sqdQ,11,1,0.0
289,85032,Fy4AmYaVjiDJBa0-PtJwSQ,5,0,0.0
290,85004,fE9lClW0RtceRnlPsATZww,5,0,0.0
291,85018,UHHM1C_CciN6dxmckZD-6A,1,0,12.285714285714286
292,85034,89uU51kOiQXbJHVA3C6XMQ,0,0,10.5
293,85034,bWq5fLpzPAf_97E4_LuXJA,0,0,0.0
294,85022,Ktia9NJfvxVxTLVcEnw9zQ,0,0,10.571428571428571
295,85004,j0_DUr3vBXY-JP-b0bf93A,3,0,12.0
296,85034,89N3YfIoe50feyqS0qwMXg,15,0,16.0
297,85014,ayaDm0WPZB0g0PYbGFkrzA,0,0,9.0
298,85032,ONyDFp4eO9T_igeM2wdiMQ,2,0,15.571428571428571
299,85008,K2dYG5yOd1i4keB9yMIYuw,2,0,15.5
300,85032,c79drEBxcX3LsiK6AFgGew,0,0,10.285714285714286
301,85032,_0F_C1e5Mdt5msBCXeSMyg,17,0,6.0
302,85018,K99GG6-YZp5JbIe4oPbRsQ,5,0,5.428571428571429
303,85022,X_irZWSbhRYz-VbPGMobTA,4,0,6.428571428571429
304,85022,lRL7x-HMBscWyELxEVq85w,4,0,10.0
305,85022,t_J_ykCkOkZPlmlJuDnkzg,0,0,12.571428571428571
306,85020,kvqULv65K7Zie2cYv6e6RQ,5,0,9.428571428571429
307,85008,WKPnq7NYw4IV5IG2smpd1Q,1,0,5.714285714285714
308,85028,ttfKDjCYxEieETpk9TvkXA,2,0,10.571428571428571
309,85014,TRjwF89-pi0g9glNyxk1zQ,2,0,10.285714285714286
310,85014,_YUGmxCK8tx7FsdzleU29A,2,0,0.0
311,85016,kcF-en40P3J9L8nLy5lKqQ,8,0,10.857142857142858
312,85004,flKREzH4wdibg0IAIuZe_g,15,0,5.714285714285714
313,85020,iWScmpipq65WElq9za9RLg,2,0,11.0
314,85012,_bpNAXZqG28e8XplS1wbpw,0,0,0.0
315,85012,vM92DKxz5XJGm6Q5brHuGA,2,0,5.571428571428571
316,85018,tBancCGeHZhalHhEWxJjOw,2,0,0.0
317,85034,Q-3_XWvNOBlwt1QTrI9A6g,13,0,0.0
318,85004,6SwdqYrQSASONmrgG4mBjA,2,0,15.285714285714286
319,85032,PkTs6P-jCeX3IfAyk9OcYw,19,0,6.142857142857143
320,85027,AjL0PDCU01MlYlMKmeLsDQ,2,0,16.0
321,85027,TVDqOxTVEsV45_HMZCtVmA,2,0,16.0
322,85032,uHmOKM2jZXhah8BiRP5ebA,13,0,0.0
323,85027,9Xsjz292QEFVff_p03qsZQ,13,0,11.285714285714286
324,85034,1mkDrJRu3VABKy95gxD-Hg,1,0,6.428571428571429
325,85032,7dln44D2PZWe0lzAJmDZMg,13,0,0.0
326,85022,1WBkAuQg81kokZIPMpn9Zg,4,0,11.142857142857142
327,85014,3n86SpBQ0COOW_2sDRStoQ,4,0,0.0
328,85012,OugQjN04sQNahWzYEdTExQ,13,0,5.857142857142857
329,85044,6WCEHKWrvHUxlrGhqGm1og,13,0,5.571428571428571
330,85034,CzqYP9VKJBzGLnp14naScA,3,0,0.0
331,85018,IsoLzudHC50oJLiEWpwV-w,3,0,11.142857142857142
332,85014,nBwOIq5KI-zmxp061dTmgw,9,0,10.428571428571429
333,85014,NHeHrFIihjjhm4Uq9bSApg,2,0,0.0
334,85014,fT6Uwl6abRQfiNgxre_qbg,8,0,10.785714285714286
335,85018,piHJq_NDrOh5SYk3AyQVOg,3,0,7.0
336,85018,zSwcoOLMLuTho6ZpCZrQwg,13,0,0.0
337,85004,hU6sN5r6vayqm_RMgvPGOQ,2,0,5.857142857142857
338,85034,NpozCEWra9PkYtxCtCPr6Q,2,0,0.0
339,85016,oT_0FoEqHRgfn4ht8PWUKg,0,0,0.0
340,85016,MO8vR9uw--ELG5J8CbdZCA,11,0,0.0
341,85027,aw0H9O1yysoHB0JanT0Ubw,1,0,8.714285714285714
342,85018,Qng9lEqWA9uTtm6oq2rZuw,7,0,9.5
343,85018,UCqWJWovgeelP1OUI_L90w,4,0,8.142857142857142
344,85018,pRXgWOIiQPEbosMrylsdLA,2,0,11.0
345,85004,pj6YwzJ6vkYLo_Mc12Hqdw,11,1,9.428571428571429
346,85016,MFbyWskON6pqRp5-K4hIKw,11,1,13.714285714285714
347,85029,lUcSe9mjppbAa8510xj0Tg,11,1,13.714285714285714
348,85004,_iEl9sCLsvXEFHUWPvgsAg,0,0,11.714285714285714
349,85004,GUsYtGG557XKlHaMH87erg,0,0,10.5
350,85032,7mFNJCgmZCiSjv2mzoP1Cg,0,0,11.285714285714286
351,85027,lZ5rd3YxWTcCPJi45hvw7w,0,0,11.785714285714286
352,85022,uXoaycCmhc3Cg4Iei8kHYA,0,1,0.0
353,85016,ibjoU0b7R3cxGV2Lh4TiFw,1,1,12.285714285714286
354,85016,XkYZRw7T-LLnNEto8xG5cQ,2,1,0.0
355,85012,URFhSrJPk7JM2pUtsuWsAg,9,0,9.357142857142858
356,85029,9OwoNe9ksUeU6zYasGhrPA,9,0,0.0
357,85004,JdbYyxufvaU6uwmNg0EqhQ,9,0,0.0
358,85018,LjxuUvIQ-tWNHyGNfJ6UzA,9,0,0.0
359,85020,aI3CUcnQbjn1jdcl6NfatQ,9,0,0.0
360,85016,kP2wC0luve3mT5fcdrA3nQ,9,0,9.928571428571429
361,85008,Uc9H_YUH3KnZltATXYVRVg,1,0,0.0
362,85012,TfS_zwQtyjiQU-psh2dISg,0,1,11.5
363,85032,VM7Q3xWH5XiwbaIeSyJ-vw,0,1,11.25
364,85029,S6BixeT6xkktY3keKSyYrQ,0,1,11.25
365,85018,uovqgCcWIqTwUeH_A54t2A,0,1,11.25
366,85016,HRghNZCxQm0UGgvu4mk33w,0,1,11.25
367,85032,jD7tkMdKp5lwGSuHSChx_w,0,1,11.25
368,85016,2JUDgnmoLDxD97gqmand9Q,0,1,11.25
369,85022,wAXYLmHuysYTz8i4VPKmaQ,0,1,11.25
370,85027,jlF81N1Hr9tANTfMSRWsLA,0,1,11.25
371,85004,roCxdzue-nME2akdIRPTfA,15,0,12.071428571428571
372,85028,d1jiudj-VAUxf_-Lkrn2_A,1,0,12.571428571428571
373,85032,ml916FaOdF870Jrk0ZQETA,3,0,14.857142857142858
374,85032,bW_HM_al-wWkfIqPzERuAA,16,0,0.0
375,85027,lf7PP9U5l_x1bbUqa7DIzA,9,0,0.0
376,85016,YB-p9Ve7C17JLA7DNL7T6g,2,0,16.0
